gender,age,credit amount,repayment duration
-0.01731206,0.042779963,0.022183442,-0.0543232
-0.09171343,-0.008133575,-0.4825349,-0.3580086
-0.016874058,0.005839581,0.0013138284,-0.007837581
0.045258336,0.30316198,0.5517368,0.13258615
-0.064320564,0.019348083,-0.086164795,-0.09974635
-0.025899183,0.16090575,0.0050331643,-0.08573842
-0.034697108,0.052058272,-0.11139973,-0.043533884
-0.008565681,-0.017830333,0.00052876753,-0.025977524
-0.17235604,0.026751064,-0.36749753,-0.031178748
-0.09231767,0.082156524,0.13623907,-0.34543854
-0.071967304,0.038337283,-0.026860032,-0.01974645
-0.06499619,0.05053062,0.029739754,-0.15857714
0.050501075,-0.053736098,-0.034988347,0.095165715
0.014887172,0.11862064,0.17836314,0.03991807
-0.024048598,-0.34205887,-0.4910717,-0.24598819
-0.032268982,0.15414649,0.007509379,-0.10121492
-0.015313543,0.13683337,0.05561602,-0.25438336
-0.0905646,0.011891521,-0.11000398,-0.1470099
-0.018968394,-0.08009353,-0.036234,0.14481677
0.121490024,-0.11008976,-0.06265909,0.3073022
-0.0742832,0.027914176,0.048101153,-0.2051298
-0.1409707,0.06666678,-0.030534374,-0.12639447
-0.013080844,0.045657888,0.055291202,-0.1857054
-0.08367141,0.068942375,0.013966872,-0.019185683
0.004046646,0.04651147,0.019532306,0.039075363
0.26266056,0.021596318,-0.08796165,-0.051712126
-0.08458695,0.037622236,-0.13928644,-0.04676022
-0.0054432815,-0.27374586,-0.30765235,-0.22210352
0.114486426,0.12432104,-0.052482564,-0.0019173417
0.1413514,-0.15020773,-0.020136291,0.21013407
0.007386389,-0.10847953,-0.05206941,0.15723878
-0.091167904,0.09494963,0.13985156,-0.41446155
0.010617799,0.06714165,0.021100603,-0.019398373
-0.1385432,0.15020958,0.033778,-0.21267265
-0.18341905,0.10413069,0.005390747,-0.534996
0.09487119,-0.082989596,-0.13334113,0.20213573
0.025502035,-0.03529759,-0.087005995,0.31823352
-0.017915854,-0.19461758,-0.121878475,-0.30722803
0.07050221,0.15899822,0.08956159,0.116535045
0.16333832,0.006013497,-0.24226157,-0.34706977
0.016782966,-0.04534016,-0.014275971,0.048930943
-0.09742997,0.07552534,0.07579703,-0.1563078
0.29501984,0.10798485,-0.0014480163,-0.02680338
-0.18833032,-0.13209616,0.19215208,0.21083611
-0.1417319,0.062386945,0.017904807,-0.058610845
-0.020508517,0.00090234645,-0.13748881,-0.0065019988
-0.026953386,0.05693016,0.06437529,-0.16937324
-0.0504772,0.05527722,0.029166546,-0.11538322
0.1600208,0.104625225,-0.06355111,-0.073976316
0.336491,0.11753724,-0.0020135879,-0.058969818
-0.04872895,-0.08845809,-0.14588837,-0.798205
-0.021958876,0.044537496,0.008618829,-0.012641433
