gender,age,credit amount,repayment duration
-0.2696299,0.25120166,0.29551205,-0.48440605
-0.29226422,0.041998886,-0.2970149,-0.3826091
-0.22642846,0.1686769,0.21090204,-0.4171132
0.25654206,0.21146108,0.4255051,0.26719615
-0.25667328,0.15636541,0.093129694,-0.43531263
-0.19242509,0.323383,0.3659123,-0.5466951
-0.246788,0.24110246,0.063108735,-0.36995807
-0.20244363,0.114711285,0.18196929,-0.40396702
-0.1812295,0.29210457,-0.32083076,-0.28399456
-0.19510843,0.3917109,0.53632915,-0.7224545
-0.18775101,0.1998881,0.1397749,-0.3740576
-0.2282147,0.20388661,0.3107133,-0.51915413
0.17727278,-0.42467335,-0.50900817,0.6411832
0.16594137,0.08391651,0.22408125,0.3023969
-0.23937513,-0.2172528,-0.3527065,-0.36458847
-0.20123301,0.21015914,0.26449743,-0.52138686
-0.1633176,0.39602706,0.50919354,-0.69784516
-0.25586852,0.17247471,0.07575495,-0.44686463
0.08134837,-0.47669485,-0.4755352,0.6741748
0.27863193,-0.46127325,-0.54410017,0.7091906
-0.26069865,0.18519622,0.28589976,-0.5260688
-0.16686375,0.41165203,0.34684125,-0.54916215
-0.359393,0.44750917,0.34488258,-0.57422817
-0.2369505,0.25649124,0.3012977,-0.4919794
0.22556943,-0.10299122,-0.16196965,0.38759544
0.13939711,0.12630816,-0.25983948,-0.45904207
-0.19808985,0.22221063,0.04861714,-0.411537
-0.18915382,-0.3848986,-0.377569,-0.41473988
-0.0034107226,0.3042179,0.030780377,-0.4241572
0.27473164,-0.32736474,-0.4485297,0.6350624
0.12133274,-0.41790482,-0.5109469,0.6673221
-0.25972664,0.44440952,0.47972733,-0.7068026
-0.10020024,0.43025866,0.4258825,-0.58296925
-0.2584503,0.29058048,0.41040045,-0.5927786
-0.28848574,0.33213773,0.2444283,-0.7029084
0.20731916,-0.29550853,-0.392295,0.5604356
0.20489186,-0.48627627,-0.5982436,0.7357378
-0.2563089,-0.040402625,0.03870968,-0.49984962
0.22163324,0.018038033,-0.0077844462,0.4235841
-0.073352076,0.009802013,-0.23581326,-0.5424191
0.27714175,-0.27605665,-0.30376592,0.50699455
-0.2723651,0.32143265,0.3892955,-0.5315481
0.03220404,0.5074115,0.3094773,-0.66323745
0.021101443,-0.16017689,0.13301423,0.5449608
-0.23923951,0.33508825,0.38299114,-0.55
-0.25123623,0.11630127,-0.07618927,-0.26427943
-0.12022738,0.42875212,0.547379,-0.68547356
-0.28269005,0.28461596,0.3346085,-0.50807273
0.0092916805,0.22267841,0.023295656,-0.51672685
0.042922366,0.51737154,0.32801905,-0.69031024
-0.25842667,0.04845014,0.01893892,-0.6785724
-0.25249594,0.23519674,0.2757033,-0.45893633
-0.13625032,0.44699636,0.56073886,-0.7994669
0.2842632,-0.41108006,-0.48126316,0.6603157
-0.2886512,0.4234858,-0.30894476,-0.46286106
