gender,age,credit amount,repayment duration
-0.022166664,0.05901182,0.013174031,-0.05622562
-0.12610969,0.08712791,-0.13795099,-0.19986953
-0.028579805,0.066073984,0.003318604,-0.010334536
0.06490634,-0.0690361,0.23648062,0.13438593
-0.077517696,0.10587564,0.035939276,-0.1558193
-0.13242893,0.10521892,0.0045602173,-0.06577164
-0.033907585,0.059500936,0.009133756,-0.074711196
-0.018322073,0.067409575,0.003793303,-0.033809867
-0.21449663,0.025638804,-0.057480335,-0.067029715
-0.19399281,0.07352814,0.056077775,-0.21078748
-0.11933593,0.08472514,0.01377489,-0.03355187
-0.0934288,0.1341459,0.018391717,-0.15826105
0.18010524,-0.039861113,-0.018049348,0.082748495
0.09677026,-0.0802241,0.066703215,0.050656013
-0.07762063,0.07332869,-0.1841482,-0.23800172
-0.11245232,0.12739623,0.005945392,-0.08921682
-0.18802042,0.10481267,0.03099891,-0.18761773
-0.08581352,0.103261724,0.023431815,-0.16658752
0.18728232,-0.05420419,-0.03132574,0.12897867
0.18718113,-0.082317136,-0.034376133,0.25494
-0.0787778,0.117718294,0.042301327,-0.19400169
-0.18056348,0.038515136,0.065075204,-0.13252026
-0.014796268,0.03885058,0.035861447,-0.20486663
-0.0923393,0.07022274,0.013942704,-0.017487481
0.0063416213,-0.07046771,-0.02061464,0.07785444
-0.02699861,0.19774422,-0.02374845,-0.09588308
-0.14072126,0.07613345,0.041860346,-0.12779674
-0.017225048,-0.040679544,-0.29583612,-0.32508874
-0.11302398,0.12283579,-0.010936417,0.0006689355
0.1453465,-0.12551537,-0.009531289,0.18298107
0.182744,-0.082926445,-0.023752382,0.12431484
-0.14679363,0.06305701,0.06282859,-0.24109818
-0.18608475,0.04209836,0.01129307,-0.016425246
-0.14003903,0.13604206,0.01380093,-0.17977136
-0.21336095,0.0840301,0.0020207996,-0.26724863
0.15323253,-0.09397635,-0.061643954,0.15168333
0.19880174,-0.02445186,-0.0422738,0.22925183
-0.030684775,0.07893279,-0.016539525,-0.20686309
0.10160708,-0.113562554,-0.007544238,0.16207784
-0.14286557,0.15118584,-0.0912613,-0.23184635
0.0235525,-0.039892104,-0.008050501,0.045961186
-0.09816338,0.074874386,0.044060074,-0.14373863
-0.13378187,0.08571893,-0.00035354868,-0.022519462
0.124729395,-0.17164327,0.0417586,0.1441095
-0.1407367,0.061421975,0.011661762,-0.04706222
-0.020889608,0.05455693,-0.008363726,-0.030722372
-0.19684942,0.04826448,0.0333044,-0.12713474
-0.04907474,0.073034376,0.01994641,-0.110795245
-0.109434955,0.1650055,-0.007178411,-0.06936461
-0.12337428,0.08363451,0.00013147295,-0.047141436
-0.12278113,0.0740555,-0.07880078,-0.3232212
-0.027363136,0.058359027,0.0067371204,-0.014600731
-0.23691061,0.050760113,0.03215736,-0.30533117
0.1623055,-0.026753891,-0.008972988,0.08108804
-0.11210806,0.012326688,-0.31033874,-0.24757016
-0.16933377,0.0678902,0.016057063,-0.020105872
-0.07785663,0.14514664,-0.007869139,-0.163181
0.14633682,-0.022092387,-0.027801292,0.20562641
0.15567686,-0.07209873,-0.0035946183,0.3829308
-0.04728217,0.0882846,-0.004947819,-0.023216467
-0.05131086,0.09763749,0.03618962,-0.18789776
-0.07289222,0.08308091,0.0035465844,-0.01592191
0.048494544,-0.102744885,-0.025877874,0.15602306
0.16585727,-0.055314206,-0.06000871,0.2763059
-0.18744203,0.05181741,0.0071808584,-0.07449226
-0.026693307,0.08470841,0.016862027,-0.16230303
0.15876395,-0.045423098,-0.008243757,0.086645305
0.05408494,-0.08879165,0.0045987563,0.25711948
0.077280685,-0.07702793,-0.025163293,0.118894584
-0.1422492,0.08483847,0.016623836,-0.06903763
-0.14189799,0.091232,0.045912363,-0.169776
0.06034471,-0.10888213,-0.041963212,0.16638052
0.18846798,-0.074089155,-0.005487862,0.15011352
-0.106052764,0.08875629,-0.017545171,-0.009281032
-0.08199038,0.117487125,0.006655045,-0.054176215
0.07344062,-0.087421924,0.0040270835,0.16690235
-0.010171834,0.06346897,-0.024079204,-0.101765476
0.18024564,-0.0716391,0.011989026,0.17527081
-0.14605598,0.14549215,0.013838969,-0.17928194
0.035258014,-0.105635986,-0.008437078,0.15653831
0.09602503,-0.06355606,-0.034343213,0.28757423
-0.11447301,0.032856986,0.012445193,-0.06864013
-0.05036585,0.0909924,0.03463811,-0.29513115
-0.0020539612,0.07438345,0.014132403,-0.095295526
-0.023234367,0.09623166,0.016907781,-0.121689975
-0.20168738,0.015206326,0.010289739,-0.063884765
-0.04340896,0.05154206,0.014522569,-0.18715014
-0.06329818,0.053313587,0.022547903,-0.08062406
0.050520644,-0.082598284,0.010580514,0.14733969
-0.104304336,0.058973942,0.023793645,-0.18831652
-0.09183839,0.07112934,0.021489948,-0.036837574
0.07300553,-0.12489787,-0.0014868602,0.057174213
0.01512446,-0.053469893,-0.007264113,0.034082003
-0.08295942,0.10591265,0.020844258,-0.1294669
-0.13398618,0.10588838,0.0023033395,-0.07532096
0.18052137,-0.1358887,-0.048500527,0.2591378
-0.06285147,0.080882676,0.020694679,-0.14987248
-0.13167225,0.10149173,0.02308856,-0.1213444
-0.17894621,0.031720605,0.007863462,-0.08339161
0.105796926,-0.109895416,0.015250906,0.13247916
0.025726518,-0.078330085,0.19266789,0.079095885
-0.19675799,0.057332158,0.0145555455,-0.14607467
-0.07000573,0.11048667,0.04557076,-0.21617955
-0.104484275,0.09704915,0.020286923,-0.060265932
0.10931969,-0.06800987,-0.005075168,0.0677218
-0.10036685,0.16860446,-0.002154477,-0.0831268
-0.19806786,0.026985804,0.04989632,-0.1654554
-0.14335032,0.04711794,0.0060715443,-0.08075481
0.19018118,-0.027104676,-0.016280293,0.042181157
-0.11975456,0.09318006,0.02257606,-0.12491414
-0.14983052,0.05104468,0.011971892,-0.08026852
-0.15819386,0.08178456,0.044223994,-0.18347764
0.045961227,-0.08715319,-0.019697629,0.10013293
0.10646237,-0.1289525,-0.015656296,0.1682606
-0.123841666,0.1579163,0.0037151873,-0.0143830925
-0.20310338,0.028459322,0.019064765,-0.06907472
0.17239694,-0.08918343,-0.043687295,0.3631684
